"city","state","idhm","income","longevity","education","year"
"Pitimbu","PB",0.482,0.462,0.531,0.454,1991
"Santa Helena de Minas","MG",0.495,0.421,0.613,0.45,1991
"Santa Luzia do Pará","PA",0.504,0.445,0.582,0.484,1991
"Santana do Matos","RN",0.446,0.389,0.481,0.469,1991
"São Domingos","SE",0.486,0.492,0.518,0.449,1991
"Sucupira do Norte","MA",0.487,0.381,0.529,0.55,1991
"Tanque do Piauí","PI",0.482,0.408,0.582,0.457,1991
"Vila Nova dos Martírios","MA",0.465,0.433,0.549,0.413,1991
"Vitorino Freire","MA",0.501,0.488,0.511,0.504,1991
"Barcelos","AM",0.562,0.551,0.614,0.522,1991
"Betânia","PE",0.477,0.397,0.543,0.491,1991
"Bonito","PE",0.477,0.478,0.528,0.425,1991
"Capoeiras","PE",0.481,0.461,0.523,0.458,1991
"Codajás","AM",0.564,0.591,0.563,0.538,1991
"Davinópolis","MA",0.47,0.445,0.493,0.473,1991
"Esperantinópolis","MA",0.479,0.427,0.528,0.482,1991
"Graça","CE",0.424,0.347,0.572,0.352,1991
"Guaratinga","BA",0.485,0.52,0.542,0.394,1991
"Irajuba","BA",0.496,0.424,0.571,0.494,1991
"Júlio Borges","PI",0.504,0.316,0.548,0.649,1991
"Monte das Gameleiras","RN",0.503,0.417,0.614,0.478,1991
"Olindina","BA",0.441,0.437,0.504,0.381,1991
"Peri Mirim","MA",0.52,0.432,0.536,0.592,1991
"São Braz do Piauí","PI",0.492,0.399,0.558,0.519,1991
"São João","PE",0.483,0.461,0.496,0.492,1991
"São José de Espinharas","PB",0.448,0.391,0.508,0.444,1991
"Viçosa do Ceará","CE",0.451,0.412,0.578,0.362,1991
"Anapurus","MA",0.47,0.416,0.552,0.442,1991
"Baianópolis","BA",0.478,0.415,0.566,0.453,1991
"Banzaê","BA",0.458,0.438,0.495,0.442,1991
"Baraúna","PB",0.447,0.396,0.558,0.387,1991
"Cabaceiras do Paraguaçu","BA",0.466,0.384,0.544,0.47,1991
"Cerro Corá","RN",0.479,0.421,0.475,0.542,1991
"Coronel João Pessoa","RN",0.467,0.396,0.511,0.493,1991
"Érico Cardoso","BA",0.512,0.44,0.638,0.458,1991
"Exu","PE",0.498,0.444,0.563,0.488,1991
"Governador Nunes Freire","MA",0.497,0.476,0.574,0.442,1991
"Iaçu","BA",0.456,0.446,0.453,0.469,1991
"Ipecaetá","BA",0.493,0.441,0.533,0.504,1991
"Matina","BA",0.476,0.384,0.631,0.413,1991
"Nilo Peçanha","BA",0.451,0.454,0.512,0.388,1991
"Paraibano","MA",0.499,0.468,0.533,0.497,1991
"Parnaguá","PI",0.514,0.407,0.548,0.587,1991
"Pocinhos","PB",0.494,0.453,0.556,0.474,1991
"Quixelã","CE",0.504,0.471,0.579,0.462,1991
"Santa Rita","MA",0.479,0.4,0.513,0.523,1991
"São Bento","MA",0.532,0.461,0.554,0.581,1991
"São João Batista","MA",0.495,0.392,0.536,0.557,1991
"Sítio Novo do Tocantins","TO",0.491,0.428,0.463,0.583,1991
"Bonito","BA",0.5,0.464,0.508,0.527,1991
"Caririaçu","CE",0.448,0.39,0.503,0.452,1991
"Central do Maranhão","MA",0.468,0.396,0.574,0.435,1991
"Coreaú","CE",0.491,0.45,0.62,0.403,1991
"Cubati","PB",0.472,0.42,0.457,0.539,1991
"Esperantina","PI",0.518,0.458,0.535,0.561,1991
"Lastro","PB",0.463,0.359,0.552,0.478,1991
"Riachão","MA",0.488,0.385,0.509,0.571,1991
"Simão Dias","SE",0.51,0.493,0.504,0.533,1991
"Teolândia","BA",0.481,0.475,0.634,0.333,1991
"Várzea da Roça","BA",0.461,0.41,0.486,0.487,1991
"Altinho","PE",0.48,0.48,0.528,0.433,1991
"Belém de Maria","PE",0.493,0.463,0.541,0.474,1991
"Flores do Piauí","PI",0.517,0.426,0.63,0.496,1991
"Gameleira","PE",0.482,0.455,0.53,0.462,1991
"Ielmo Marinho","RN",0.458,0.436,0.525,0.412,1991
"Itabaianinha","SE",0.465,0.444,0.537,0.414,1991
"Macajuba","BA",0.482,0.417,0.556,0.473,1991
"Marizópolis","PB",0.503,0.445,0.54,0.524,1991
"Rio do Antônio","BA",0.501,0.439,0.573,0.492,1991
"Serra Grande","PB",0.472,0.375,0.57,0.471,1991
"Zé Doca","MA",0.533,0.457,0.566,0.575,1991
"Baixio","CE",0.466,0.39,0.466,0.542,1991
"Cajari","MA",0.473,0.385,0.501,0.532,1991
"Chorrochó","BA",0.49,0.446,0.505,0.52,1991
"Ibiara","PB",0.454,0.353,0.57,0.438,1991
"Mirangaba","BA",0.46,0.408,0.51,0.461,1991
"Montezuma","MG",0.465,0.425,0.494,0.476,1991
"Riacho de Santo Antônio","PB",0.454,0.469,0.481,0.412,1991
"Upanema","RN",0.508,0.454,0.497,0.572,1991
"Aramari","BA",0.521,0.462,0.509,0.593,1991
"Barra d'Alcântara","PI",0.461,0.36,0.57,0.453,1991
"Caldeirão Grande","BA",0.472,0.441,0.472,0.503,1991
"Campinas do Piauí","PI",0.492,0.421,0.519,0.537,1991
"Canhotinho","PE",0.457,0.466,0.492,0.412,1991
"Casinhas","PE",0.49,0.445,0.555,0.47,1991
"Chapadinha","MA",0.517,0.473,0.552,0.526,1991
"Coelho Neto","MA",0.497,0.498,0.441,0.552,1991
"Cuité","PB",0.454,0.428,0.47,0.463,1991
"Itacaré","BA",0.472,0.503,0.497,0.417,1991
"Jaqueira","PE",0.476,0.468,0.53,0.43,1991
"Manoel Vitorino","BA",0.473,0.401,0.58,0.439,1991
"Santa Cruz dos Milagres","PI",0.438,0.345,0.57,0.4,1991
"São José da Laje","AL",0.478,0.461,0.527,0.447,1991
"São Pedro da Água Branca","MA",0.462,0.499,0.472,0.416,1991
"Senador Elói de Souza","RN",0.455,0.413,0.497,0.455,1991
"Senador La Rocque","MA",0.464,0.421,0.54,0.43,1991
"Água Nova","RN",0.486,0.457,0.511,0.489,1991
"Arneiroz","CE",0.475,0.392,0.574,0.46,1991
"Coivaras","PI",0.483,0.412,0.608,0.428,1991
"Correntes","PE",0.486,0.477,0.492,0.49,1991
"Goiatins","TO",0.51,0.459,0.553,0.519,1991
"Itaquitinga","PE",0.499,0.457,0.514,0.527,1991
"Jatobá do Piauí","PI",0.459,0.391,0.54,0.446,1991
"João Dias","RN",0.485,0.431,0.573,0.452,1991
"Maetinga","BA",0.493,0.417,0.622,0.44,1991
"Nova Redenção","BA",0.493,0.425,0.546,0.509,1991
"Palmeirais","PI",0.492,0.39,0.594,0.493,1991
"Pedra Grande","RN",0.456,0.435,0.459,0.474,1991
"Presidente Jânio Quadros","BA",0.462,0.43,0.557,0.4,1991
"Tavares","PB",0.481,0.413,0.569,0.46,1991
"Tonantins","AM",0.57,0.452,0.599,0.66,1991
"Uruoca","CE",0.455,0.406,0.58,0.378,1991
"Anagé","BA",0.494,0.411,0.586,0.486,1991
"Barra","BA",0.485,0.406,0.6,0.45,1991
"Brejinho","PE",0.48,0.45,0.52,0.469,1991
"Crisólita","MG",0.48,0.472,0.523,0.445,1991
"Filadélfia","BA",0.459,0.414,0.483,0.479,1991
"Francisco Ayres","PI",0.538,0.455,0.6,0.559,1991
"Fruta de Leite","MG",0.467,0.391,0.633,0.378,1991
"Gongogi","BA",0.5,0.408,0.6,0.493,1991
"Itagi","BA",0.472,0.428,0.468,0.519,1991
"Itaguaçu da Bahia","BA",0.442,0.361,0.561,0.405,1991
"Itaquara","BA",0.458,0.433,0.507,0.433,1991
"Livramento","PB",0.473,0.373,0.469,0.576,1991
"Montanhas","RN",0.47,0.473,0.467,0.471,1991
"Santa Teresinha","PB",0.438,0.384,0.508,0.422,1991
"Tanque d'Arca","AL",0.464,0.433,0.537,0.423,1991
"Várzea Nova","BA",0.447,0.419,0.457,0.464,1991
"Bertópolis","MG",0.503,0.486,0.523,0.499,1991
"Igreja Nova","AL",0.427,0.415,0.559,0.306,1991
"Itainópolis","PI",0.434,0.418,0.482,0.403,1991
"Monte Alegre do Piauí","PI",0.544,0.449,0.574,0.609,1991
"Santa Terezinha do Tocantins","TO",0.445,0.38,0.433,0.521,1991
"Tacaratu","PE",0.533,0.484,0.553,0.563,1991
"Araripe","CE",0.441,0.384,0.537,0.402,1991
"Bom Jesus da Serra","BA",0.444,0.414,0.562,0.355,1991
"Cândido Mendes","MA",0.495,0.39,0.534,0.56,1991
"Ilha das Flores","SE",0.498,0.419,0.504,0.572,1991
"Mateiros","TO",0.439,0.372,0.579,0.367,1991
"Pacatuba","SE",0.49,0.428,0.55,0.493,1991
"Penalva","MA",0.479,0.405,0.501,0.532,1991
"Santa Rosa do Piauí","PI",0.455,0.39,0.522,0.453,1991
"São Mateus do Maranhão","MA",0.485,0.439,0.511,0.505,1991
"Taipu","RN",0.433,0.417,0.459,0.422,1991
"Umari","CE",0.458,0.369,0.466,0.538,1991
"Buriti Bravo","MA",0.512,0.453,0.577,0.506,1991
"Carnaíba","PE",0.493,0.451,0.531,0.498,1991
"Isaías Coelho","PI",0.424,0.358,0.519,0.395,1991
"Jataúba","PE",0.484,0.486,0.523,0.443,1991
"Jucuruçu","BA",0.448,0.413,0.564,0.368,1991
"Lajedinho","BA",0.466,0.393,0.507,0.498,1991
"Martinópole","CE",0.469,0.427,0.493,0.486,1991
"Miraíma","CE",0.47,0.38,0.572,0.458,1991
"Nossa Senhora de Lourdes","SE",0.514,0.511,0.504,0.527,1991
"Redenção do Gurguéia","PI",0.51,0.408,0.51,0.612,1991
"Riacho dos Cavalos","PB",0.451,0.408,0.5,0.446,1991
"Santa Luzia","BA",0.466,0.463,0.477,0.458,1991
"Taquarana","AL",0.447,0.428,0.525,0.389,1991
"Amarante do Maranhão","MA",0.479,0.469,0.521,0.448,1991
"Aroazes","PI",0.507,0.435,0.564,0.523,1991
"Buritirama","BA",0.461,0.382,0.587,0.414,1991
"Calçado","PE",0.487,0.437,0.53,0.495,1991
"Campestre","AL",0.482,0.45,0.517,0.478,1991
"Caridade do Piauí","PI",0.383,0.356,0.546,0.246,1991
"Cortês","PE",0.466,0.452,0.479,0.468,1991
"Itaeté","BA",0.452,0.407,0.546,0.402,1991
"Jaicós","PI",0.467,0.448,0.571,0.383,1991
"Lagoa Alegre","PI",0.468,0.352,0.608,0.444,1991
"Mosquito","TO",0.465,0.461,0.486,0.449,1991
"Novo Oriente de Minas","MG",0.511,0.488,0.56,0.486,1991
"Olho d'Água do Piauí","PI",0.487,0.384,0.594,0.482,1991
"Poção de Pedras","MA",0.486,0.415,0.545,0.497,1991
"Santa Filomena","PE",0.443,0.323,0.607,0.399,1991
"São João do Araguaia","PA",0.5,0.495,0.547,0.458,1991
"São Luís do Quitunde","AL",0.477,0.464,0.622,0.345,1991
"Sigefredo Pacheco","PI",0.488,0.415,0.592,0.456,1991
"Tucano","BA",0.472,0.465,0.54,0.41,1991
"Barras","PI",0.49,0.409,0.591,0.469,1991
"Cacimba de Areia","PB",0.468,0.409,0.508,0.486,1991
"Camalaú","PB",0.511,0.43,0.568,0.536,1991
"Carira","SE",0.49,0.532,0.508,0.429,1991
"Chaves","PA",0.526,0.461,0.657,0.461,1991
"Espírito Santo","RN",0.435,0.422,0.457,0.427,1991
"Gameleiras","MG",0.488,0.421,0.53,0.513,1991
"Juazeirinho","PB",0.475,0.423,0.462,0.541,1991
"Lima Campos","MA",0.522,0.482,0.566,0.518,1991
"Mamanguape","PB",0.485,0.494,0.486,0.475,1991
"Novo Triunfo","BA",0.434,0.384,0.499,0.42,1991
"Pedra Lavrada","PB",0.461,0.421,0.462,0.501,1991
"Quixabá","PE",0.487,0.409,0.557,0.494,1991
"Solidão","PE",0.482,0.359,0.557,0.531,1991
"Alto Longá","PI",0.497,0.42,0.624,0.447,1991
"Bom Jesus","PB",0.488,0.433,0.52,0.511,1991
"Bom Jesus das Selvas","MA",0.437,0.449,0.559,0.303,1991
"Bonito de Minas","MG",0.504,0.401,0.588,0.523,1991
"Brasileira","PI",0.464,0.403,0.591,0.397,1991
"Caém","BA",0.488,0.399,0.534,0.532,1991
"Caetanos","BA",0.464,0.418,0.595,0.378,1991
"Calumbi","PE",0.476,0.4,0.557,0.471,1991
"Campo Alegre de Lourdes","BA",0.495,0.448,0.54,0.496,1991
"Campos Lindos","TO",0.461,0.465,0.553,0.365,1991
"Canindé de São Francisco","SE",0.452,0.472,0.468,0.416,1991
"Capitão Gervásio Oliveira","PI",0.445,0.354,0.563,0.418,1991
"Catarina","CE",0.493,0.471,0.574,0.435,1991
"Coronel José Dias","PI",0.476,0.411,0.583,0.435,1991
"Heliópolis","BA",0.43,0.418,0.524,0.347,1991
"Ibateguara","AL",0.455,0.431,0.527,0.406,1991
"Jaramataia","AL",0.41,0.413,0.481,0.336,1991
"Jardim do Mulato","PI",0.485,0.369,0.594,0.491,1991
"Lagoa da Canoa","AL",0.436,0.439,0.487,0.383,1991
"Mãe d'Água","PB",0.439,0.4,0.457,0.46,1991
"Montadas","PB",0.48,0.402,0.504,0.533,1991
"Murici","AL",0.461,0.452,0.529,0.403,1991
"São Caitano","PE",0.474,0.491,0.507,0.423,1991
"São Miguel do Tocantins","TO",0.459,0.445,0.444,0.489,1991
"Triunfo","PB",0.488,0.418,0.537,0.509,1991
"Vila Nova do Piauí","PI",0.438,0.416,0.47,0.429,1991
"Xique-Xique","BA",0.494,0.462,0.477,0.543,1991
"Barra do Rocha","BA",0.419,0.419,0.497,0.34,1991
"Bernardo do Mearim","MA",0.458,0.386,0.509,0.48,1991
"Brejo da Madre de Deus","PE",0.495,0.512,0.547,0.427,1991
"Chaval","CE",0.461,0.424,0.493,0.465,1991
"Nazarezinho","PB",0.479,0.39,0.53,0.518,1991
"Patos do Piauí","PI",0.443,0.424,0.605,0.299,1991
"Praia Norte","TO",0.463,0.449,0.459,0.482,1991
"Quipapá","PE",0.458,0.451,0.53,0.393,1991
"Ruy Barbosa","RN",0.456,0.383,0.527,0.459,1991
"Santa Cruz","PE",0.445,0.35,0.601,0.383,1991
"Santana do São Francisco","SE",0.5,0.433,0.504,0.562,1991
"Santarém","PB",0.444,0.368,0.527,0.437,1991
"São Gonçalo do Gurguéia","PI",0.512,0.403,0.51,0.622,1991
"Aliança","PE",0.492,0.446,0.529,0.501,1991
"Arataca","BA",0.45,0.404,0.504,0.442,1991
"Bento Fernandes","RN",0.48,0.39,0.548,0.503,1991
"Caraíbas","BA",0.459,0.442,0.535,0.399,1991
"Colônia Leopoldina","AL",0.453,0.424,0.517,0.419,1991
"Garrafão do Norte","PA",0.461,0.449,0.556,0.378,1991
"Mulungu do Morro","BA",0.479,0.43,0.522,0.484,1991
"São Julião","PI",0.479,0.467,0.54,0.431,1991
"Umirim","CE",0.457,0.418,0.493,0.459,1991
"Assaré","CE",0.471,0.425,0.54,0.447,1991
"Bequimão","MA",0.495,0.374,0.504,0.606,1991
"Cachoeira dos Índios","PB",0.476,0.4,0.527,0.502,1991
"Cristinápolis","SE",0.471,0.462,0.562,0.39,1991
"Japurá","AM",0.474,0.507,0.663,0.253,1991
"Planaltino","BA",0.488,0.43,0.617,0.416,1991
"Pureza","RN",0.47,0.446,0.459,0.506,1991
"Santana do Piauí","PI",0.491,0.431,0.595,0.447,1991
"São José do Jacuípe","BA",0.477,0.454,0.531,0.446,1991
"Triunfo Potiguar","RN",0.424,0.382,0.448,0.442,1991
"Alagoinha do Piauí","PI",0.448,0.444,0.56,0.34,1991
"Altaneira","CE",0.46,0.415,0.493,0.471,1991
"Baixa Grande do Ribeiro","PI",0.452,0.398,0.531,0.428,1991
"Caiçara","PB",0.451,0.425,0.492,0.435,1991
"Granjeiro","CE",0.449,0.384,0.503,0.461,1991
"Matinhas","PB",0.46,0.42,0.496,0.463,1991
"Panelas","PE",0.466,0.452,0.547,0.4,1991
"Sampaio","TO",0.43,0.376,0.433,0.482,1991
"Santo Antônio dos Lopes","MA",0.482,0.467,0.518,0.462,1991
"São João da Varjota","PI",0.457,0.386,0.612,0.372,1991
"Serra Redonda","PB",0.478,0.428,0.561,0.444,1991
"Barra de Santa Rosa","PB",0.451,0.413,0.485,0.454,1991
"Barra de Santana","PB",0.492,0.472,0.536,0.467,1991
"Beruri","AM",0.494,0.452,0.59,0.44,1991
"Buíque","PE",0.474,0.44,0.6,0.383,1991
"Carauari","AM",0.496,0.504,0.583,0.401,1991
"Cumaru","PE",0.497,0.485,0.562,0.443,1991
"Desterro","PB",0.463,0.437,0.448,0.505,1991
"Gentio do Ouro","BA",0.521,0.526,0.544,0.492,1991
"Hugo Napoleão","PI",0.501,0.41,0.57,0.522,1991
"Jandaíra","BA",0.459,0.429,0.535,0.414,1991
"Lagoa","PB",0.449,0.367,0.5,0.481,1991
"Lagoa dos Rodrigues","MA",0.486,0.429,0.528,0.501,1991
"Malhada","BA",0.438,0.39,0.473,0.452,1991
"Nazaré do Piauí","PI",0.498,0.397,0.587,0.509,1991
"Pai Pedro","MG",0.461,0.406,0.522,0.455,1991
"Pedra Preta","RN",0.49,0.417,0.499,0.554,1991
"Presidente Médici","MA",0.483,0.397,0.511,0.54,1991
"Seridó","PB",0.445,0.381,0.474,0.479,1991
"Taperoá","PB",0.482,0.421,0.469,0.555,1991
"Wenceslau Guimarães","BA",0.462,0.445,0.621,0.321,1991
"Alvorada do Gurguéia","PI",0.487,0.416,0.51,0.534,1991
"Aurelino Leal","BA",0.468,0.436,0.497,0.472,1991
"Avelino Lopes","PI",0.523,0.447,0.548,0.573,1991
"Bonito de Santa Fé","PB",0.469,0.426,0.527,0.453,1991
"Cícero Dantas","BA",0.464,0.481,0.442,0.468,1991
"Diamante","PB",0.447,0.351,0.57,0.42,1991
"Itiúba","BA",0.466,0.46,0.437,0.502,1991
"Lagoa do Sítio","PI",0.483,0.406,0.6,0.443,1991
"Lagoa do Tocantins","TO",0.48,0.393,0.458,0.59,1991
"Nova Iorque","MA",0.481,0.384,0.522,0.536,1991
"Pimenteiras","PI",0.494,0.435,0.6,0.447,1991
"Poço de José de Moura","PB",0.47,0.395,0.527,0.488,1991
"Quebrangulo","AL",0.482,0.47,0.553,0.423,1991
"São Miguel da Baixa Grande","PI",0.463,0.391,0.591,0.407,1991
"São Sebastião do Umbuzeiro","PB",0.478,0.443,0.477,0.514,1991
"Alagoinha","PB",0.441,0.42,0.498,0.405,1991
"Itambé","PE",0.475,0.466,0.501,0.457,1991
"Itapororoca","PB",0.443,0.448,0.529,0.353,1991
"Luís Correia","PI",0.438,0.398,0.481,0.434,1991
"Mataraca","PB",0.483,0.481,0.486,0.481,1991
"Monteirópolis","AL",0.409,0.393,0.467,0.366,1991
"Água Fria","BA",0.464,0.386,0.522,0.484,1991
"Amapá do Maranhão","MA",0.463,0.455,0.565,0.37,1991
"Bom Conselho","PE",0.487,0.493,0.485,0.482,1991
"Esperantina","TO",0.419,0.392,0.444,0.42,1991
"Gararu","SE",0.454,0.435,0.477,0.45,1991
"Ibiquera","BA",0.464,0.432,0.448,0.513,1991
"Icatu","MA",0.447,0.358,0.513,0.47,1991
"Pio IX","PI",0.47,0.408,0.596,0.407,1991
"Pirapemas","MA",0.451,0.381,0.559,0.412,1991
"Areia de Baraúnas","PB",0.399,0.361,0.457,0.38,1991
"Axixá do Tocantins","TO",0.441,0.422,0.444,0.458,1991
"Bagre","PA",0.496,0.459,0.576,0.454,1991
"Cajazeiras do Piauí","PI",0.445,0.358,0.522,0.454,1991
"Carutapera","MA",0.509,0.443,0.465,0.62,1991
"Centro Novo do Maranhão","MA",0.452,0.408,0.583,0.364,1991
"Colônia do Piauí","PI",0.47,0.381,0.585,0.443,1991
"Curralinhos","PI",0.495,0.383,0.608,0.494,1991
"Graça Aranha","MA",0.488,0.428,0.487,0.55,1991
"Indaiabira","MG",0.464,0.468,0.499,0.424,1991
"Jacaré dos Homens","AL",0.457,0.462,0.467,0.441,1991
"Jandaíra","RN",0.447,0.426,0.452,0.463,1991
"Olho d'Água das Cunhãs","MA",0.48,0.449,0.511,0.48,1991
"Palestina","AL",0.455,0.418,0.433,0.515,1991
"Poção","PE",0.483,0.481,0.496,0.471,1991
"São Joaquim do Monte","PE",0.481,0.488,0.528,0.427,1991
"São Vicente Ferrer","MA",0.474,0.401,0.501,0.521,1991
"Andorinha","BA",0.459,0.439,0.474,0.463,1991
"Belém do Brejo do Cruz","PB",0.45,0.438,0.5,0.411,1991
"Campo Grande do Piauí","PI",0.447,0.448,0.561,0.332,1991
"Carneiros","AL",0.484,0.43,0.457,0.564,1991
"Choró","CE",0.43,0.412,0.487,0.392,1991
"Jacobina do Piauí","PI",0.428,0.399,0.587,0.299,1991
"Japi","RN",0.49,0.432,0.547,0.49,1991
"Monte Formoso","MG",0.464,0.404,0.553,0.434,1991
"Tarrafas","CE",0.425,0.328,0.561,0.385,1991
"Tenório","PB",0.468,0.389,0.537,0.478,1991
"Andaraí","BA",0.47,0.465,0.484,0.46,1991
"Araçás","BA",0.458,0.437,0.489,0.447,1991
"Bacurituba","MA",0.424,0.356,0.504,0.413,1991
"Bela Vista do Maranhão","MA",0.422,0.385,0.478,0.402,1991
"Brejão","PE",0.461,0.428,0.483,0.473,1991
"Capela","AL",0.454,0.439,0.552,0.372,1991
"Coité do Nóia","AL",0.458,0.486,0.487,0.4,1991
"Duas Estradas","PB",0.451,0.423,0.477,0.452,1991
"Feira Nova do Maranhão","MA",0.466,0.33,0.509,0.56,1991
"Formosa da Serra Negra","MA",0.479,0.441,0.553,0.442,1991
"Humberto de Campos","MA",0.453,0.405,0.489,0.465,1991
"Itatira","CE",0.447,0.393,0.512,0.436,1991
"Lagoa do Ouro","PE",0.467,0.44,0.496,0.464,1991
"Limoeiro de Anadia","AL",0.432,0.424,0.49,0.383,1991
"Minador do Negrão","AL",0.463,0.44,0.52,0.43,1991
"Palmeirândia","MA",0.464,0.361,0.536,0.494,1991
"Pilar","PB",0.46,0.431,0.5,0.448,1991
"Rafael Jambeiro","BA",0.479,0.445,0.549,0.442,1991
"Riachão das Neves","BA",0.499,0.438,0.561,0.497,1991
"Socorro do Piauí","PI",0.496,0.43,0.539,0.52,1991
"Fortuna","MA",0.475,0.408,0.472,0.546,1991
"Gonçalves Dias","MA",0.525,0.534,0.556,0.485,1991
"Jussara","BA",0.469,0.449,0.427,0.531,1991
"Matriz de Camaragibe","AL",0.504,0.435,0.593,0.483,1991
"Monte Alegre de Sergipe","SE",0.436,0.43,0.468,0.409,1991
"Nova Itarana","BA",0.425,0.415,0.468,0.391,1991
"Nova Olinda do Maranhão","MA",0.49,0.409,0.568,0.494,1991
"Pedras de Fogo","PB",0.486,0.496,0.558,0.405,1991
"Riachão","PB",0.397,0.368,0.485,0.339,1991
"Ribeirão do Largo","BA",0.426,0.453,0.52,0.306,1991
"Setubinha","MG",0.453,0.455,0.523,0.381,1991
"Altamira do Maranhão","MA",0.49,0.448,0.566,0.457,1991
"Anajatuba","MA",0.458,0.405,0.536,0.432,1991
"Governador Archer","MA",0.505,0.473,0.559,0.484,1991
"Inhambupe","BA",0.481,0.448,0.489,0.506,1991
"Itaíba","PE",0.422,0.443,0.503,0.321,1991
"Mata Roma","MA",0.468,0.367,0.552,0.484,1991
"Matões","MA",0.45,0.402,0.582,0.367,1991
"Mulungu","PB",0.457,0.423,0.55,0.397,1991
"Nossa Senhora Aparecida","SE",0.462,0.461,0.56,0.364,1991
"Recursolândia","TO",0.403,0.386,0.458,0.366,1991
"São João da Canabrava","PI",0.484,0.414,0.549,0.489,1991
"Teotônio Vilela","AL",0.477,0.465,0.496,0.47,1991
"Turiaçu","MA",0.481,0.43,0.534,0.48,1991
"Aiuaba","CE",0.451,0.385,0.574,0.394,1991
"Alegrete do Piauí","PI",0.423,0.433,0.518,0.317,1991
"Boqueirão do Piauí","PI",0.496,0.405,0.625,0.457,1991
"Ibimirim","PE",0.483,0.463,0.543,0.444,1991
"Inajá","PE",0.468,0.442,0.543,0.418,1991
"Lago do Junco","MA",0.497,0.477,0.557,0.457,1991
"Porto Real do Colégio","AL",0.455,0.439,0.479,0.446,1991
"Santa Maria do Cambucá","PE",0.46,0.43,0.493,0.456,1991
"São Miguel do Fidalgo","PI",0.444,0.378,0.519,0.435,1991
"Sebastião Barros","PI",0.471,0.338,0.548,0.526,1991
"Apicum-Açu","MA",0.489,0.389,0.533,0.546,1991
"Belo Monte","AL",0.429,0.407,0.467,0.412,1991
"Conceição do Canindé","PI",0.459,0.401,0.496,0.48,1991
"Ingá","PB",0.453,0.45,0.455,0.454,1991
"Lagoa de Dentro","PB",0.464,0.459,0.498,0.435,1991
"Santo Antônio dos Milagres","PI",0.472,0.382,0.528,0.505,1991
"São Sebastião","AL",0.419,0.421,0.487,0.348,1991
"Serra da Raiz","PB",0.459,0.417,0.477,0.483,1991
"Simões","PI",0.454,0.469,0.563,0.329,1991
"Terezinha","PE",0.468,0.42,0.567,0.418,1991
"América Dourada","BA",0.496,0.467,0.485,0.537,1991
"Boa Nova","BA",0.452,0.421,0.598,0.338,1991
"Buriti dos Lopes","PI",0.455,0.42,0.475,0.471,1991
"Luzilândia","PI",0.463,0.421,0.445,0.524,1991
"Maraial","PE",0.474,0.459,0.597,0.367,1991
"Mirador","MA",0.466,0.397,0.529,0.471,1991
"Monção","MA",0.466,0.428,0.501,0.47,1991
"Parazinho","RN",0.447,0.406,0.491,0.444,1991
"Passagem Franca do Piauí","PI",0.442,0.353,0.54,0.434,1991
"Salgadinho","PB",0.421,0.376,0.482,0.405,1991
"Água Branca","PB",0.441,0.369,0.448,0.507,1991
"Assunção do Piauí","PI",0.421,0.373,0.547,0.343,1991
"Cajueiro da Praia","PI",0.418,0.382,0.528,0.344,1991
"Colinas","MA",0.496,0.511,0.465,0.513,1991
"Maravilha","AL",0.465,0.416,0.555,0.424,1991
"Mata Grande","AL",0.436,0.403,0.547,0.358,1991
"Milagres do Maranhão","MA",0.429,0.385,0.579,0.322,1991
"Mirante","BA",0.493,0.473,0.587,0.419,1991
"Passo de Camaragibe","AL",0.465,0.466,0.517,0.411,1991
"Serraria","PB",0.443,0.418,0.517,0.394,1991
"Tomar do Geru","SE",0.465,0.448,0.537,0.41,1991
"Vertente do Lério","PE",0.467,0.446,0.515,0.44,1991
"Cajapió","MA",0.436,0.376,0.504,0.429,1991
"Carrasco Bonito","TO",0.355,0.347,0.444,0.275,1991
"Cuitegi","PB",0.436,0.413,0.477,0.418,1991
"Eirunepé","AM",0.488,0.436,0.599,0.428,1991
"Riachão do Bacamarte","PB",0.466,0.431,0.53,0.436,1991
"São José do Bonfim","PB",0.462,0.402,0.457,0.528,1991
"Ilha Grande","PI",0.443,0.406,0.436,0.488,1991
"Juru","PB",0.432,0.339,0.511,0.446,1991
"Massaranduba","PB",0.488,0.457,0.562,0.444,1991
"Morros","MA",0.462,0.437,0.491,0.458,1991
"Paranatama","PE",0.462,0.463,0.479,0.443,1991
"Pindoba","AL",0.463,0.444,0.506,0.439,1991
"Saloá","PE",0.495,0.52,0.479,0.486,1991
"Santa Quitéria do Maranhão","MA",0.457,0.426,0.533,0.411,1991
"São Domingos de Pombal","PB",0.418,0.403,0.473,0.377,1991
"São José de Caiana","PB",0.437,0.333,0.57,0.408,1991
"Serrano do Maranhão","MA",0.457,0.387,0.55,0.433,1991
"Sítio do Quinto","BA",0.448,0.517,0.495,0.331,1991
"Xexéu","PE",0.435,0.42,0.487,0.398,1991
"Aguiar","PB",0.455,0.405,0.508,0.452,1991
"Araçagi","PB",0.432,0.411,0.498,0.388,1991
"Buriti dos Montes","PI",0.431,0.367,0.551,0.375,1991
"Emas","PB",0.455,0.362,0.508,0.496,1991
"Feira Grande","AL",0.432,0.418,0.487,0.39,1991
"Junco do Maranhão","MA",0.446,0.405,0.463,0.471,1991
"Jundiá","AL",0.469,0.472,0.5,0.434,1991
"Maraã","AM",0.474,0.467,0.599,0.356,1991
