"name","state","idhm","income","longevity","education","year"
"Natividade","TO",0.669,0.591,0.647,0.77,2000
"Olhos-d'Água","MG",0.669,0.5,0.776,0.732,2000
"Ourém","PA",0.669,0.524,0.738,0.744,2000
"Redentora","RS",0.669,0.536,0.669,0.803,2000
"Rio Bonito do Iguaçu","PR",0.669,0.573,0.675,0.759,2000
"Santa Maria da Boa Vista","PE",0.669,0.548,0.708,0.751,2000
"Santa Maria da Vitória","BA",0.669,0.535,0.7,0.771,2000
"Santana do Manhuaçu","MG",0.669,0.612,0.667,0.729,2000
"São Felipe","BA",0.669,0.544,0.725,0.737,2000
"São José do Jacuri","MG",0.669,0.56,0.698,0.75,2000
"São Miguel do Guaporé","RO",0.669,0.603,0.66,0.744,2000
"Veredinha","MG",0.669,0.533,0.74,0.734,2000
"Xapuri","AC",0.669,0.576,0.711,0.721,2000
"Almenara","MG",0.668,0.623,0.661,0.72,2000
"Angico","TO",0.668,0.523,0.658,0.823,2000
"Barra Longa","MG",0.668,0.57,0.639,0.795,2000
"Barreiras do Piauí","PI",0.668,0.502,0.702,0.8,2000
"Campanário","MG",0.668,0.59,0.636,0.778,2000
"Catolé do Rocha","PB",0.668,0.56,0.717,0.728,2000
"Conceição da Feira","BA",0.668,0.536,0.649,0.818,2000
"Corumbiara","RO",0.668,0.576,0.649,0.779,2000
"Cruzeiro do Sul","AC",0.668,0.598,0.685,0.721,2000
"Curuá","PA",0.668,0.467,0.74,0.796,2000
"Filadélfia","TO",0.668,0.555,0.664,0.786,2000
"Itacambira","MG",0.668,0.484,0.747,0.773,2000
"Jequitinhonha","MG",0.668,0.57,0.738,0.697,2000
"Pacoti","CE",0.668,0.501,0.775,0.728,2000
"Santa Tereza do Tocantins","TO",0.668,0.495,0.668,0.842,2000
"Varjota","CE",0.668,0.525,0.769,0.711,2000
"Abreulândia","TO",0.667,0.55,0.664,0.786,2000
"Alvorada de Minas","MG",0.667,0.541,0.743,0.716,2000
"Ananás","TO",0.667,0.569,0.658,0.773,2000
"Cândido de Abreu","PR",0.667,0.556,0.702,0.742,2000
"Capitão Enéas","MG",0.667,0.544,0.706,0.752,2000
"Caravelas","BA",0.667,0.644,0.627,0.731,2000
"Orocó","PE",0.667,0.54,0.757,0.703,2000
"Pancas","ES",0.667,0.613,0.635,0.752,2000
"Pavão","MG",0.667,0.547,0.746,0.709,2000
"Santa Efigênia de Minas","MG",0.667,0.541,0.737,0.722,2000
"São Gonçalo dos Campos","BA",0.667,0.561,0.641,0.798,2000
"Silvanópolis","TO",0.667,0.552,0.627,0.821,2000
"Taguatinga","TO",0.667,0.586,0.664,0.751,2000
"Tartarugalzinho","AP",0.667,0.524,0.67,0.808,2000
"Virgolândia","MG",0.667,0.546,0.695,0.761,2000
"Açailândia","MA",0.666,0.608,0.622,0.769,2000
"Benjamin Constant do Sul","RS",0.666,0.555,0.651,0.792,2000
"Cumaru do Norte","PA",0.666,0.567,0.726,0.706,2000
"Dores de Guanhães","MG",0.666,0.557,0.696,0.745,2000
"Guaraciaba","MG",0.666,0.566,0.689,0.742,2000
"Irecê","BA",0.666,0.617,0.581,0.8,2000
"Itambacuri","MG",0.666,0.612,0.649,0.738,2000
"Nísia Floresta","RN",0.666,0.575,0.674,0.75,2000
"Palmeira dos Índios","AL",0.666,0.568,0.717,0.714,2000
"Paraipaba","CE",0.666,0.513,0.725,0.76,2000
"Parecis","RO",0.666,0.569,0.686,0.743,2000
"Santa Bárbara do Tugúrio","MG",0.666,0.569,0.672,0.758,2000
"São João do Manteninha","MG",0.666,0.61,0.658,0.729,2000
"São Sebastião da Boa Vista","PA",0.666,0.484,0.734,0.779,2000
"Terra Nova","PE",0.666,0.539,0.73,0.729,2000
"Água Azul do Norte","PA",0.665,0.593,0.679,0.722,2000
"Botumirim","MG",0.665,0.489,0.732,0.774,2000
"Braúnas","MG",0.665,0.542,0.715,0.739,2000
"Breu Branco","PA",0.665,0.588,0.684,0.724,2000
"Dom Eliseu","PA",0.665,0.604,0.664,0.726,2000
"Equador","RN",0.665,0.54,0.736,0.718,2000
"Goianésia do Pará","PA",0.665,0.602,0.696,0.696,2000
"Macaíba","RN",0.665,0.566,0.694,0.736,2000
"Parnamirim","PE",0.665,0.516,0.767,0.712,2000
"Penedo","AL",0.665,0.58,0.673,0.742,2000
"Prado","BA",0.665,0.616,0.641,0.738,2000
"Santa Terezinha","MT",0.665,0.565,0.647,0.783,2000
"São Pedro do Suaçuí","MG",0.665,0.55,0.698,0.748,2000
"Tauá","CE",0.665,0.551,0.759,0.684,2000
"Várzea do Poço","BA",0.665,0.526,0.717,0.752,2000
